GrLivArea,BedroomAbvGr,KitchenAbvGr,OverallCond,CentralAir,SalePrice
0.38006952491309387,0.375,0.3333333333333333,0.5,1,208500
-0.3120896098879876,0.375,0.3333333333333333,0.875,1,181500
0.4974893781382773,0.375,0.3333333333333333,0.5,1,223500
0.3908845113943608,0.375,0.3333333333333333,0.5,1,140000
1.134028582464272,0.5,0.3333333333333333,0.5,1,250000
-0.15758980301274622,0.125,0.3333333333333333,0.5,1,143000
0.3553495558130552,0.375,0.3333333333333333,0.5,1,307000
0.9671687910390112,0.375,0.3333333333333333,0.625,1,200000
0.4789494013132484,0.25,0.6666666666666666,0.5,1,129900
-0.5979142526071842,0.25,0.6666666666666666,0.625,1,118000
-2.263422170722287,0.375,0.3333333333333333,0.5,1,129500
1.328698339127076,0.5,0.3333333333333333,0.5,1,345000
-0.8528389339513326,0.25,0.3333333333333333,0.625,1,144000
0.046349942062572425,0.375,0.3333333333333333,0.5,1,279500
-0.3259945925067594,0.25,0.3333333333333333,0.5,1,157000
-0.9424488219389726,0.25,0.3333333333333333,0.875,1,132000
-0.7106991116261104,0.25,0.3333333333333333,0.75,1,149000
-0.25955967555040554,0.25,0.6666666666666666,0.5,1,90000
-0.540749324063345,0.375,0.3333333333333333,0.5,1,159000
-0.19312475859405176,0.375,0.3333333333333333,0.625,1,139000
1.4090382387022016,0.5,0.3333333333333333,0.5,1,325300
-0.5500193124758594,0.375,0.3333333333333333,0.75,1,139400
0.511394360757049,0.375,0.3333333333333333,0.5,1,230000
-0.6241792197759752,0.375,0.3333333333333333,0.75,1,129900
-0.6241792197759752,0.375,0.3333333333333333,0.875,1,154000
0.21011973735032832,0.375,0.3333333333333333,0.5,1,256300
-0.8713789107763615,0.375,0.3333333333333333,0.75,1,134800
0.3707995365005794,0.375,0.3333333333333333,0.5,1,306000
0.21011973735032832,0.25,0.3333333333333333,0.625,1,207500
-1.4584781769022788,0.125,0.3333333333333333,0.625,0,68500
-0.2271147161066049,0.375,0.3333333333333333,0.375,0,40000
-0.3646195442255697,0.375,0.3333333333333333,0.625,1,149350
-0.3553495558130552,0.375,0.3333333333333333,0.5,1,179900
0.3646195442255697,0.5,0.3333333333333333,0.5,1,165500
0.14986481266898416,0.25,0.3333333333333333,0.5,1,277500
1.5264580919273851,0.5,0.3333333333333333,0.5,1,309000
-0.567014291232136,0.375,0.3333333333333333,0.5,1,145000
-0.25801467748165313,0.375,0.3333333333333333,0.625,1,153000
-0.6288142139822325,0.375,0.3333333333333333,0.75,1,109000
-0.4820393974507532,0.25,0.6666666666666666,0.5,0,82000
-0.21629972962533803,0.375,0.3333333333333333,0.5,1,160000
-0.21011973735032832,0.25,0.3333333333333333,0.625,1,170000
-0.8960988798764001,0.25,0.3333333333333333,0.75,1,144000
-0.8126689841637698,0.375,0.3333333333333333,0.625,1,130250
-0.485129393588258,0.375,0.3333333333333333,0.625,1,141000
0.4449594438006952,0.25,0.3333333333333333,0.5,1,319900
1.0583236770954036,0.125,0.3333333333333333,0.5,1,239686
0.2966396292004635,0.375,0.3333333333333333,0.5,1,249700
-0.01853997682502897,0.25,1.0,0.5,1,113000
-0.7864040169949787,0.375,0.3333333333333333,0.75,1,127000
0.009269988412514484,0.375,0.3333333333333333,0.625,1,177000
-0.4449594438006952,0.375,0.3333333333333333,0.625,1,114500
-1.0011587485515645,0.25,0.3333333333333333,0.5,0,110000
0.5840092699884125,0.0,0.3333333333333333,0.5,1,385000
-0.16067979915025107,0.375,0.3333333333333333,0.5,1,130000
-0.06025492468134415,0.375,0.3333333333333333,0.5,1,180500
0.4248744689069139,0.375,0.3333333333333333,0.5,1,172500
0.395519505600618,0.375,0.3333333333333333,0.5,1,196500
2.2881421398223254,0.375,0.3333333333333333,0.5,1,438780
-1.0567786790266511,0.25,0.3333333333333333,0.75,1,124900
-0.4727694090382387,0.375,0.3333333333333333,0.5,1,158000
-0.5453843182696022,0.375,0.3333333333333333,0.75,0,101000
-0.14522981846272692,0.25,0.3333333333333333,0.5,1,202500
0.38006952491309387,0.375,0.3333333333333333,0.625,1,140000
0.880648899188876,0.375,0.3333333333333333,0.5,1,219500
1.5589030513711857,0.5,0.3333333333333333,0.5,1,317000
1.1479335650830436,0.375,0.3333333333333333,0.5,1,180000
0.02317497103128621,0.375,0.3333333333333333,0.5,1,226000
-1.1077636152954808,0.25,0.3333333333333333,0.625,1,80000
1.2715334105832368,0.375,0.3333333333333333,0.375,1,225000
1.1726535341830824,0.375,0.3333333333333333,0.625,1,244000
-0.9563538045577444,0.25,0.3333333333333333,0.625,1,129500
0.3924295094631132,0.375,0.3333333333333333,0.5,1,185000
-0.5840092699884125,0.375,0.3333333333333333,0.75,1,144900
0.2178447276940904,0.375,0.6666666666666666,0.625,0,107400
-0.7354190807261491,0.25,0.3333333333333333,0.5,1,91000
-0.791039011201236,0.25,0.3333333333333333,0.75,1,135750
-0.2765546543066821,0.25,0.3333333333333333,0.5,1,127000
